name,fda_verified,fda_generic_name,fda_brand_names,brand,class,subclass,mechanism,route,fda_route,fda_dosage_form,half_life_hr_min,half_life_hr_max,protein_binding_pct,bioavailability_pct,renal_excretion_pct,primary_enzyme,secondary_enzymes,narrow_ti,max_daily_dose_mg,therapeutic_range,monitoring,pregnancy_cat,food_effect,contraindications,notes,fda_warnings_text,fda_contraindications_text,fda_drug_interactions_text,fda_pregnancy_text,top_adverse_reactions,fda_rxcui,fda_ndc,fda_manufacturer
finasteride,True,FINASTERIDE,Finasteride,Proscar (5mg BPH)|Propecia (1mg hairloss),urological agent,5-alpha reductase inhibitor,Inhibits 5-alpha reductase type II → reduces DHT → prostate size reduction / hair follicle androgen effect reduction,oral,ORAL,,5,6,93,80,39,CYP3A4,,False,5,Symptom relief / hair retention,PSA (finasteride reduces PSA by 50% — adjust reference range)|Sexual dysfunction|Breast tenderness,X,Can be taken with or without food,,TERATOGENIC — pregnant women must NOT handle crushed/broken tablets. PSA is halved — a PSA that appears 'normal' may be elevated when corrected. High-grade prostate cancer concern (clinical debate).,,4 CONTRAINDICATIONS Finasteride tablets USP are contraindicated in the following: • Pregnancy. Finasteride use is contraindicated in women when they are or may potentially be pregnant. Because of the ability of Type II 5α-reductase inhibitors to inhibit the conversion of testosterone to 5α-dihydrote,"7 DRUG INTERACTIONS 7.1 Cytochrome P450-Linked Drug Metabolizing Enzyme System No drug interactions of clinical importance have been identified. Finasteride does not appear to affect the cytochrome P450-linked drug-metabolizing enzyme system. Compounds that have been tested in man include antipyrine, digoxin, propranolol, theophylline, and warfarin and no clinically meaningful interactions were fo",8.1 Pregnancy Teratogenic Effects : Pregnancy Category X [ see Contraindications (4) ]. Finasteride tablets USP is contraindicated for use in women who are or may become pregnant. Finasteride tablets ,FATIGUE|ADVERSE DRUG REACTION|DEPRESSION|ERECTILE DYSFUNCTION|DRUG INEFFECTIVE|DIZZINESS|DEATH|ANXIETY,200172,31722-526,"Camber Pharmaceuticals, Inc."
acetazolamide,True,ACETAZOLAMIDE,acetazolamide,Diamox,carbonic anhydrase inhibitor,diuretic / anti-glaucoma,Inhibits carbonic anhydrase → reduces aqueous humor formation (IOP reduction); also reduces CSF production; metabolic acidosis,oral|IV,ORAL,,10,15,90,90,90,,,False,1000,IOP <21 mmHg; altitude sickness prevention,Electrolytes (K+ loss)|Renal function|Stevens-Johnson syndrome (rare)|Kidney stones (bicarbonate loss → urine alkalosis),C,"Take WITH food to reduce GI upset. High potassium foods (bananas, oranges) recommended.",,Sulfonamide-based — cross-reactivity with sulfa allergy possible. Hypokalemia risk. Contraindicated in hepatic cirrhosis (NH3 retention). Altitude sickness prevention/treatment.,"WARNINGS Fatalities have occurred, although rarely, due to severe reactions to sulfonamides including Stevens-Johnson syndrome, toxic epidermal necrolysis, fulminant hepatic necrosis, agranulocytosis, aplastic anemia, and other blood dyscrasias, and anaphylaxis. Sensitizations may recur when a sulfo","CONTRAINDICATIONS Hypersensitivity to acetazolamide or any excipients in the formulation. Since acetazolamide is a sulfonamide derivative, cross sensitivity between acetazolamide, sulfonamides and other sulfonamide derivatives is possible. Acetazolamide therapy is contraindicated in situations in wh",,"Pregnancy: Teratogenic effects Acetazolamide, administered orally or parenterally, has been shown to be teratogenic (defects of the limbs) in mice, rats, hamsters, and rabbits. There are no adequate a",OFF LABEL USE|DRUG INEFFECTIVE|HEADACHE|CONDITION AGGRAVATED|FATIGUE|NAUSEA|DYSPNOEA|METABOLIC ACIDOSIS,,23155-287|23155-288,Heritage Pharmaceuticals Inc. d/b/a Avet Pharmaceuticals Inc.
enoxaparin,True,ENOXAPARIN SODIUM,Enoxaparin Sodium,Lovenox|Clexane,anticoagulant,low molecular weight heparin (LMWH),Activates antithrombin III with higher anti-Xa than anti-IIa activity → inhibits factor Xa predominantly,subcutaneous|IV,SUBCUTANEOUS,,4.5,7,0,92,40,,,True,,"Anti-Xa 0.5-1.0 IU/mL (twice daily); 1.0-2.0 IU/mL (once daily, 4hr post-dose)",Anti-Xa level in renal impairment/extremes of weight/pregnancy|Platelet count (HIT less common than UFH)|Renal function,B,Subcutaneous injection — no food interaction,,"Does NOT require routine monitoring in standard-weight patients with normal renal function. Anti-Xa monitoring recommended if CrCl <30, weight <45kg or >100kg, or pregnancy. Partially reversed by protamine (not fully).",,4 CONTRAINDICATIONS Enoxaparin sodium injection is contraindicated in patients with: • Active major bleeding • History of immune-mediated heparin-induced thrombocytopenia (HIT) within the past 100 days or in the presence of circulating antibodies [see Warnings and Precautions (5.4) ] • Known hyperse,"7 DRUG INTERACTIONS Whenever possible, agents which may enhance the risk of hemorrhage should be discontinued prior to initiation of enoxaparin sodium therapy. These agents include medications such as: anticoagulants, platelet inhibitors including acetylsalicylic acid, salicylates, NSAIDs (including ketorolac tromethamine), dipyridamole, or sulfinpyrazone. If coadministration is essential, conduct","8.1 Pregnancy Risk Summary Placental transfer of enoxaparin was observed in the animal studies. Human data from a retrospective cohort study, which included 693 live births, suggest that enoxaparin so",OFF LABEL USE|DYSPNOEA|PYREXIA|NAUSEA|DIARRHOEA|ANAEMIA|VOMITING|FATIGUE,854228|854235|854238,72603-165|72603-175,NorthStar RxLLC
clopidogrel,True,CLOPIDOGREL BISULFATE,Clopidogrel,Plavix,antiplatelet,P2Y12 receptor antagonist,Prodrug → CYP2C19 activation → active thiol metabolite irreversibly inhibits P2Y12 ADP receptor on platelets → reduced platelet aggregation,oral,ORAL,,7,8,98,50,50,CYP2C19,CYP3A4,False,300,Platelet inhibition >40% (VerifyNow P2Y12 optional),Bleeding|CYP2C19 genotype (loss-of-function alleles → reduced efficacy)|CBC,B,Can be taken with or without food,,"CYP2C19 *2 and *3 poor metabolizers: ~30% of Asians, 2-3% of Caucasians — reduced antiplatelet effect → consider alternative (ticagrelor, prasugrel). PPIs (especially omeprazole) inhibit CYP2C19 → reduced clopidogrel activation (controversial — pantoprazole safer).",,"4 CONTRAINDICATIONS Active pathological bleeding, such as peptic ulcer or intracranial hemorrhage (4.1) Hypersensitivity to clopidogrel or any component of the product (4.2) 4.1 Active Bleeding Clopidogrel tablets are contraindicated in patients with active pathological bleeding such as peptic ulcer","7 DRUG INTERACTIONS CYP2C19 inducers: Increases levels of clopidogrel active metabolite and increases platelet inhibition. ( 7.1 ) Opioids: Decreased exposure to clopidogrel. Consider use of parenteral antiplatelet agent. ( 7.3 ) Nonsteroidal anti-inflammatory drugs (NSAIDs), warfarin, selective serotonin and serotonin norepinephrine reuptake inhibitors (SSRIs, SNRIs): Increases risk of bleeding. ",8.1 Pregnancy Risk Summary Available data from cases reported in published literature and postmarketing surveillance with clopidogrel use in pregnant women have not identified any drug-associated risk,DYSPNOEA|FATIGUE|DIZZINESS|DIARRHOEA|DRUG INEFFECTIVE|NAUSEA|DRUG INTERACTION|ANAEMIA,309362,65862-357,Aurobindo Pharma Limited
aspirin,True,ASPIRIN,Low Dose Aspirin,Aspirin|Bayer Aspirin|Ecotrin,antiplatelet / analgesic / NSAID,salicylate,Irreversibly acetylates COX-1 and COX-2 → reduced TXA2 (antiplatelet) and PGE2 (analgesic/anti-inflammatory),oral|rectal,ORAL,,0.3,0.3,90,68,80,,,False,4000,Antiplatelet: 75-100mg daily; Analgesic/antipyretic: 325-650mg q4-6hr; Anti-inflammatory: 2400-6000mg/day,GI symptoms (ulcer risk)|Renal function|Salicylate level if toxicity suspected|INR if on warfarin,D,Take WITH food or milk to reduce GI irritation. Enteric-coated formulation reduces direct gastric contact.,,"Reye's syndrome in children with viral illness — avoid under 16yr. Antiplatelet effect lasts platelet lifetime (7-10 days). Tinnitus is early sign of salicylate toxicity. Interacts with warfarin (bleeding), methotrexate (toxicity), ACE inhibitors (reduced effect).","Warnings Reye's syndrome : Children and teenagers who have or are recovering from chicken pox or flu-like symptoms should not use this product. When using this product, if changes in behavior with nausea and vomiting occur, consult a doctor because these symptoms could be an early sign of Reye's syn",,,,FATIGUE|DYSPNOEA|NAUSEA|DIARRHOEA|DRUG INEFFECTIVE|DIZZINESS|HEADACHE|OFF LABEL USE,308416,59726-065,"P & L Development, LLC"
methotrexate,True,METHOTREXATE,METHOTREXATE,Rheumatrex|Trexall|Methofar,DMARD / antimetabolite,folate antagonist,Inhibits dihydrofolate reductase (DHFR) → reduces folate cofactors → inhibits DNA/RNA synthesis and purine metabolism; anti-inflammatory at low doses via adenosine pathway,oral|IM|subcutaneous|IV (oncology),ORAL,,3,12,50,64,80,,,True,25,Rheumatology: clinical response; Oncology: dose-dependent with leucovorin rescue,LFTs monthly (hepatotoxicity → fibrosis)|CBC monthly (myelosuppression)|Renal function|Pulmonary function (pneumonitis)|Folate supplementation,X,Can be taken with or without food. Avoid alcohol (hepatotoxicity).,pregnancy|hepatic impairment|renal impairment (accumulates)|active infection|immunodeficiency,TERATOGEN — strict contraception required during and 6 months after. Take folic acid 5mg weekly (NOT on MTX day) to reduce side effects. NSAIDs + MTX = toxicity risk (reduce renal clearance). Trimethoprim + MTX = severe myelosuppression (additive DHFR inhibition). Weekly dosing for rheumatology — NEVER daily.,,"4 CONTRAINDICATIONS Methotrexate tablets are contraindicated in: • Pregnant women receiving methotrexate tablets for treatment of non-neoplastic diseases [see Warnings and Precautions (5.1), and Use in Specific Populations (8.1, 8.3)]. • Patients with a history of severe hypersensitivity reactions, ","7 DRUG INTERACTIONS Refer to the full prescribing information for drug interactions with methotrexate. (7) 7.1 Effects of Other Drugs on Methotrexate Drugs that Increase Methotrexate Exposure Coadministration of methotrexate with the following products may increase methotrexate plasma concentrations, which may increase the risk of methotrexate severe adverse reactions. In some cases, the coadminis",8.1 Pregnancy Risk Summary Methotrexate is contraindicated in pregnant women with non-neoplastic diseases [see Contraindications (4)]. Based on published reports and its mechanism of action [see Clini,DRUG INEFFECTIVE|RHEUMATOID ARTHRITIS|ARTHRALGIA|PAIN|OFF LABEL USE|FATIGUE|NAUSEA|JOINT SWELLING,105585,62332-730,Alembic Pharmaceuticals Inc.
budesonide,True,BUDESONIDE,Budesonide,Pulmicort|Rhinocort|Symbicort (combined),corticosteroid,inhaled corticosteroid,"Binds glucocorticoid receptors → reduces airway inflammation, edema, mucus secretion",inhaled|nasal|oral (Crohn's),NASAL,,2,3.6,88,10,30,CYP3A4,,False,1.6,"Clinical asthma/COPD control (symptoms, exacerbations)",Height in children (growth velocity)|Adrenal suppression (high doses)|Bone density (long-term)|Oropharyngeal candidiasis,B,"Inhaled: rinse mouth after use to reduce oropharyngeal candidiasis. Oral capsule (Crohn's): swallow whole, do not crush.",,"Minimal systemic absorption vs oral steroids. CYP3A4 inhibitors (itraconazole, ritonavir) can increase systemic budesonide → adrenal suppression. Rinse mouth after inhaled use.","Warnings Do not use in children under 6 years of age if you have ever had an allergic reaction to any of the ingredients Ask a doctor before use if you have had recent nose ulcers or nose surgery have had a nose injury that has not healed are using a steroid medicine for asthma, allergies or skin ra",,,,DYSPNOEA|ASTHMA|DRUG INEFFECTIVE|OFF LABEL USE|WHEEZING|COUGH|THERAPEUTIC PRODUCT EFFECT INCOMPLETE|FATIGUE,1797929,0536-1112,Rugby Laboratories
ipratropium,True,IPRATROPIUM BROMIDE,Ipratropium Bromide,Atrovent,bronchodilator,anticholinergic / muscarinic antagonist,Competitively inhibits M1/M3 muscarinic receptors in bronchial smooth muscle → bronchodilation; reduces secretions,inhaled|nasal,NASAL,,2,3,0,7,60,,,False,,Clinical bronchodilation (COPD/asthma),Urinary retention (BPH)|Angle-closure glaucoma if eye contact with solution,B,Inhaled — no food interaction,,Avoid contact with eyes (nebulizer mask) — angle-closure glaucoma risk. Additive anticholinergic effects with other antimuscarinics. Less effective for acute asthma than SABA.,,,,,DYSPNOEA|PNEUMONIA|COUGH|DRUG INEFFECTIVE|ASTHMA|FATIGUE|NAUSEA|OFF LABEL USE,1797833,0054-0045,Hikma Pharmaceuticals USA Inc.
donepezil,True,DONEPEZIL HYDROCHLORIDE,DONEPEZIL HYDROCHLORIDE,Aricept,cognitive enhancer,acetylcholinesterase inhibitor,Reversible inhibition of acetylcholinesterase → increases acetylcholine in cholinergic synapses of basal forebrain → improves cognition in Alzheimer's,oral,ORAL,,70,80,96,100,57,CYP3A4,CYP2D6,False,23,Clinical (MMSE stabilization),"GI side effects (nausea, diarrhea)|Bradycardia/syncope|Sleep disturbances (nightmares — take in AM)",C,"Can be taken with or without food. If nightmares occur, switch to morning dosing.",,"Bradycardia/syncope — caution with sick sinus syndrome, AV block. NSAIDs risk GI bleeding with cholinesterase inhibitors. Higher dose (23mg) more GI side effects.",,4 CONTRAINDICATIONS Known hypersensitivity to donepezil hydrochloride or to piperidine derivatives ( 4 ) Donepezil hydrochloride is contraindicated in patients with known hypersensitivity to donepezil hydrochloride or to piperidine derivatives.,"7 DRUG INTERACTIONS Cholinesterase inhibitors have the potential to interfere with the activity of anticholinergic medications ( 7.1 ). A synergistic effect may be expected with concomitant administration of succinylcholine, similar neuromuscular blocking agents, or cholinergic agonists ( 7.2 ). 7.1 Use with Anticholinergics Because of their mechanism of action, cholinesterase inhibitors have the ","8.1 Pregnancy Risk Summary There are no adequate data on the developmental risks associated with the use of donepezil hydrochloride in pregnant women. In animal studies, developmental toxicity was not",FALL|DEATH|DIARRHOEA|CONFUSIONAL STATE|FATIGUE|DIZZINESS|NAUSEA|HALLUCINATION,1100184,68180-527,"Lupin Pharmaceuticals, Inc."
diazepam,True,DIAZEPAM,Diazepam,Valium,anxiolytic,benzodiazepine,Positive allosteric modulator at GABA-A receptors → enhances Cl- influx → CNS depression,oral|IV|IM|rectal,ORAL,,20,100,98,93,70,CYP2C19,CYP3A4,False,40,Clinical anxiolysis/seizure control; avoid respiratory depression,Respiratory rate|Sedation|Dependence/withdrawal potential|Cognitive function (elderly),D,Take with food to reduce GI effects. Alcohol: ABSOLUTE AVOIDANCE — additive CNS/respiratory depression.,,Active metabolite desmethyldiazepam t1/2 = 36-200hr — accumulates in elderly. Withdrawal (after >2-4 weeks): taper slowly to prevent seizures. Flumazenil reversal. Avoid in elderly (Beers criteria).,"WARNINGS Risks from Concomitant Use with Opioids Concomitant use of benzodiazepiones, including diazepam tablets, and opioids may result in profound sedation, respiratory depression, coma, and death. Because of these risks, reserve concomitant prescribing of these drugs in patients for whom alternat","CONTRAINDICATIONS Diazepam tablets are contraindicated in patients with a known hypersensitivity to diazepam and, because of lack of sufficient clinical experience, in pediatric patients under 6 months of age. Diazepam tablets are also contraindicated in patients with myasthenia gravis, severe respi","Drug Interactions Opioids The concomitant use of benzodiazepines and opioids increases the risk of respiratory depression because of actions at different receptor sites in the CNS that control respiration. Benzodiazepines interact at GABA A sites and opioids interact primarily at mu receptors. When benzodiazepines and opioids are combined, the potential for benzodiazepines to significantly worsen ","Neonatal Sedation and Withdrawal Syndrome Use of diazepam tablets late in pregnancy can result in sedation (respiratory depression, lethargy, hypotonia) and/or withdrawal symptoms (hyperreflexia, irri",TOXICITY TO VARIOUS AGENTS|DRUG ABUSE|DRUG INEFFECTIVE|NAUSEA|COMPLETED SUICIDE|FATIGUE|DRUG INTERACTION|SOMNOLENCE,197590,50090-3390,A-S Medication Solutions
zolpidem,True,ZOLPIDEM TARTRATE,Zolpidem,Ambien|Stilnoct,sedative-hypnotic,non-benzodiazepine (Z-drug),Selective GABA-A alpha-1 subunit PAM → hypnotic with less anxiolysis/muscle relaxation than BZDs,oral,ORAL,,2.5,3,92,70,56,CYP3A4,CYP2C9,False,10,Clinical sleep onset,"Next-day sedation|Parasomnias (sleep-driving, sleep-eating)|Dependence potential|CYP3A4 inhibitors (double levels)",C,Take on EMPTY STOMACH — food delays onset by 1hr and reduces Cmax. Take immediately before bed.,,"Reduce dose to 5mg in women (lower clearance), elderly, hepatic impairment. Parasomnias (complex sleep behaviors) — warn patients. Not for long-term use. CYP3A4 inhibitors (ketoconazole) double levels.",,4 CONTRAINDICATIONS Zolpidem Tartrate Tablets is contraindicated in patients who have experienced complex sleep behaviors after taking Zolpidem Tartrate Tablets [see Warnings and Precautions ( 5.1 )] with known hypersensitivity to zolpidem. Observed reactions include anaphylaxis and angioedema [see ,"7 DRUG INTERACTIONS CNS depressants, including alcohol: Possible adverse additive CNS- depressant effects ( 5.1 , 7.1 ) Opioids: Concomitant use may increase risk of respiratory depression ( 5.7 , 7.1 ) Imipramine: Decreased alertness observed ( 7.1 ) Chlorpromazine: Impaired alertness and psychomotor performance observed ( 7.1 ) CYP3A4 inducers (rifampin or St. John's wort): Combination use may d",8.1 Pregnancy Risk Summary Neonates born to mothers using Zolpidem late in the third trimester of pregnancy have been reported to experience symptoms of respiratory depression and sedation [see Clinic,DRUG INEFFECTIVE|COMPLETED SUICIDE|TOXICITY TO VARIOUS AGENTS|NAUSEA|FATIGUE|FALL|DIARRHOEA|HEADACHE,854873|854876,71093-155|71093-156,"ACI Healthcare USA, Inc"
venlafaxine,True,VENLAFAXINE,Venlafaxine,Effexor,antidepressant,SNRI,Serotonin and norepinephrine reuptake inhibition (NE selectivity increases at higher doses),oral,ORAL,,5,11,27,45,87,CYP2D6,CYP3A4,False,375,Clinical antidepressant/anxiolytic response,BP (dose-dependent hypertension — check q3mo)|Discontinuation syndrome (taper slowly)|Serotonin syndrome signs,C,Take with food to reduce nausea. Extended-release: swallow whole.,,Dose-dependent hypertension (especially >300mg) — monitor BP. Severe discontinuation syndrome — taper over weeks. Serotonin syndrome with MAOIs/tramadol. CYP2D6 inhibitors increase levels.,"WARNINGS Clinical Worsening and Suicide Risk Patients with major depressive disorder (MDD), both adult and pediatric, may experience worsening of their depression and/or the emergence of suicidal ideation and behavior (suicidality) or unusual changes in behavior, whether or not they are taking antid",CONTRAINDICATIONS Hypersensitivity to venlafaxine hydrochloride or to any excipients in the formulation. The use of MAOIs intended to treat psychiatric disorders with venlafaxine tablets or within 7 days of stopping treatment with venlafaxine tablets is contraindicated because of an increased risk o,"Drug Interactions As with all drugs, the potential for interaction by a variety of mechanisms is a possibility. Alcohol A single dose of ethanol (0.5 g/kg) had no effect on the pharmacokinetics of venlafaxine or ODV when venlafaxine was administered at 150 mg/day in 15 healthy male subjects. Additionally, administration of venlafaxine in a stable regimen did not exaggerate the psychomotor and psyc","Clinical Worsening and Suicide Risk Patients, their families, and their caregivers should be encouraged to be alert to the emergence of anxiety, agitation, panic attacks, insomnia, irritability, hosti",DRUG INEFFECTIVE|NAUSEA|FATIGUE|HEADACHE|TOXICITY TO VARIOUS AGENTS|OFF LABEL USE|COMPLETED SUICIDE|DIZZINESS,313584,68071-3431,"NuCare Pharmaceuticals,Inc."
bupropion,True,BUPROPION HYDROCHLORIDE,buPropion Hydrochloride XL,Wellbutrin|Zyban (smoking cessation),antidepressant,NDRI (norepinephrine-dopamine reuptake inhibitor),Inhibits reuptake of norepinephrine and dopamine; no serotonergic activity,oral,ORAL,,21,21,84,87,87,CYP2B6,,False,450,Clinical antidepressant response / smoking cessation,Seizure threshold (dose-related — do not exceed 150mg per dose)|BP|Insomnia|Suicidal ideation initially,C,Take with food to reduce nausea. Extended-release: do not crush.,,"Lowers seizure threshold — CONTRAINDICATED in eating disorders (electrolyte imbalances), seizure history, concurrent CNS stimulants. No sexual dysfunction (unlike SSRIs). Strong CYP2D6 inhibitor — increases tamoxifen, tricyclics, many others.",,4 CONTRAINDICATIONS Bupropion hydrochloride extended-release tablets (XL) are contraindicated in patients with seizure disorder. Bupropion hydrochloride extended-release tablets (XL) are contraindicated in patients with a current or prior diagnosis of bulimia or anorexia nervosa as a higher incidenc,"7 DRUG INTERACTIONS CYP2B6 inducers: Dose increase may be necessary if coadministered with CYP2B6 inducers (e.g., ritonavir, lopinavir, efavirenz, carbamazepine, phenobarbital, and phenytoin) based on clinical exposure, but should not exceed the maximum recommended dose. ( 7.1 ) Drugs metabolized by CYP2D6: Bupropion inhibits CYP2D6 and can increase concentrations of: antidepressants (e.g., venlaf",8.1 Pregnancy Pregnancy Exposure Registry There is a pregnancy exposure registry that monitors pregnancy outcomes in women exposed to antidepressants during pregnancy. Healthcare providers are encoura,DRUG INEFFECTIVE|COMPLETED SUICIDE|FATIGUE|DEPRESSION|HEADACHE|NAUSEA|TOXICITY TO VARIOUS AGENTS|OFF LABEL USE,993541|993557,72516-035|72516-036,Oryza pharmaceuticals Inc.
sulfasalazine,True,SULFASALAZINE,Sulfasalazine,Azulfidine,DMARD / aminosalicylate,sulfonamide-aminosalicylate conjugate,"Cleaved by colonic bacteria → mesalazine (anti-inflammatory) + sulfapyridine (immunomodulatory, DMARD component)",oral,ORAL,,6,10,99,20,60,NAT2,,False,3000,Clinical RA/IBD disease control,CBC (myelosuppression)|LFTs|Renal function|Folate (inhibits absorption)|G6PD before starting (hemolysis),B,Take WITH food to reduce GI side effects. Ensure adequate hydration.,,G6PD deficiency → hemolytic anemia. NAT2 slow acetylators (50% of Caucasians) higher sulfapyridine levels → more side effects. Reduces folate absorption — supplement. Orange urine/contact lens staining (warn patients).,"WARNINGS Hepatic, Renal, and Hematologic Toxicity or Other Conditions Only after critical appraisal should Sulfasalazine Tablets be given to patients with hepatic or renal damage or blood dyscrasias. Deaths associated with the administration of sulfasalazine have been reported from hypersensitivity ","CONTRAINDICATIONS Sulfasalazine Tablets are contraindicated in: Patients with intestinal or urinary obstruction, Patients with porphyria as sulfonamides have been reported to precipitate an acute attack, Patients hypersensitive to sulfasalazine, its metabolites, sulfonamides, or salicylates.",,,DRUG INEFFECTIVE|RHEUMATOID ARTHRITIS|PAIN|DRUG INTOLERANCE|ARTHRALGIA|FATIGUE|JOINT SWELLING|OFF LABEL USE,198232,62135-960,"Chartwell RX, LLC."
tamoxifen,True,TAMOXIFEN CITRATE,SOLTAMOX,Nolvadex,antineoplastic / SERM,selective estrogen receptor modulator,Competitive estrogen receptor antagonism in breast tissue; partial agonism in uterus/bone,oral,ORAL,,168,168,99,100,30,CYP2D6,CYP3A4,False,40,Clinical (endoxifen level >5.97 ng/mL associated with benefit),Annual gynecology (endometrial cancer risk)|DVT/PE symptoms|Ophthalmology if visual symptoms|CYP2D6 genotype|Endoxifen level optional,D,Can be taken with or without food,pregnancy|history of DVT/PE (relative),"CYP2D6 METABOLIZES to endoxifen (active metabolite — main efficacy driver). CYP2D6 inhibitors (fluoxetine, paroxetine, bupropion) DRASTICALLY reduce endoxifen → reduced efficacy. Avoid CYP2D6 inhibitors during tamoxifen therapy. Uterine cancer risk — any abnormal bleeding requires urgent investigation. VTE risk — thromboprophylaxis if major surgery.",,"4 CONTRAINDICATIONS SOLTAMOX is contraindicated in patients with known hypersensitivity (e.g., angioedema, serious skin reactions) to tamoxifen or any other SOLTAMOX ingredient [see Adverse Reactions (6.2) ] . SOLTAMOX is contraindicated in patients who require concomitant warfarin therapy or have a",7 DRUG INTERACTIONS Anastrozole and letrozole: Should not be used in combination with tamoxifen. ( 7.1 ) Warfarin: Do not use in patients taking tamoxifen for DCIS and for reduction in breast cancer incidence in women at high risk. ( 4 ) Closely monitor coagulation indices for increased anticoagulant effect when used with tamoxifen for metastatic breast cancer or as adjuvant therapy. ( 7.2 ) 7.1 A,8.1 Pregnancy Risk Summary SOLTAMOX can cause fetal harm when administered to a pregnant woman . There are no adequate and well- controlled studies of tamoxifen in pregnant women. There are limited po,MALIGNANT NEOPLASM PROGRESSION|FATIGUE|ALOPECIA|NAUSEA|METASTASES TO BONE|PAIN|DIARRHOEA|ARTHRALGIA,389230|644304,51862-682,Mayne Pharma
imatinib,True,IMATINIB MESYLATE,Imatinib Mesylate,Gleevec|Glivec,antineoplastic,"tyrosine kinase inhibitor (BCR-ABL, c-KIT, PDGFR)",Competitive inhibition of ATP binding site of BCR-ABL kinase → blocks CML proliferation; also inhibits c-KIT (GIST) and PDGFR,oral,ORAL,,18,40,95,98,13,CYP3A4,CYP2C8,False,800,Trough >1000 ng/mL (CML); clinical response,"CBC (cytopenias)|LFTs|Fluid retention/edema (pericardial, pleural)|Bone marrow response (BCR-ABL PCR)|CYP3A4 interactions",D,Take WITH food and large glass of water to reduce GI irritation,,"CYP3A4 inducers (rifampicin, carbamazepine) dramatically reduce levels — avoid or increase dose. CYP3A4 inhibitors (ketoconazole) increase levels. Fluid retention common — weigh patients regularly.",,4 CONTRAINDICATIONS None. None ( 4 ).,"7 DRUG INTERACTIONS CYP3A4 inducers may decrease imatinib mesylate C max and area under curve (AUC). ( 2.12 , 7.1 , 12.3 ) CYP3A4 inhibitors may increase imatinib mesylate C max and AUC. ( 7.2 , 12.3 ) Imatinib mesylate is an inhibitor of CYP3A4 and CYP2D6 which may increase the C max and AUC of other drugs. ( 7.3 , 7.4 , 12.3 ) Patients who require anticoagulation should receive low-molecular wei",8.1 Pregnancy Risk Summary Imatinib mesylate tablets can cause fetal harm when administered to a pregnant woman based on human and animal data. There are no clinical studies regarding use of imatinib ,DRUG INEFFECTIVE|NAUSEA|DIARRHOEA|DEATH|DRUG RESISTANCE|FATIGUE|DRUG INTOLERANCE|VOMITING,403878|403879,60505-2900|60505-2901,Apotex Corp
